0.000000e+00 1.000000e+00
1.936052e-02 1.000000e+00
2.904077e-02 1.000205e+00
5.001467e-02 1.000205e+00
5.969493e-02 1.000614e+00
6.937518e-02 1.000614e+00
7.744207e-02 1.000819e+00
8.873570e-02 1.000819e+00
9.841596e-02 1.001023e+00
1.097096e-01 1.001023e+00
1.193899e-01 1.001228e+00
1.193899e-01 1.001228e+00
1.500440e-01 1.002047e+00
1.581109e-01 1.002251e+00
2.000587e-01 1.003479e+00
2.097389e-01 1.003889e+00
2.307128e-01 1.004503e+00
2.387797e-01 1.004912e+00
2.581402e-01 1.005526e+00
2.694339e-01 1.005935e+00
2.791141e-01 1.006345e+00
2.887944e-01 1.006549e+00
3.000880e-01 1.006959e+00
3.097683e-01 1.007368e+00
3.178351e-01 1.007777e+00
3.388090e-01 1.008391e+00
3.484893e-01 1.008801e+00
3.694632e-01 1.009415e+00
3.791434e-01 1.009824e+00
3.904371e-01 1.010233e+00
3.985040e-01 1.010438e+00
4.081842e-01 1.010643e+00
4.178645e-01 1.011257e+00
4.694925e-01 1.012485e+00
4.775594e-01 1.012689e+00
4.888530e-01 1.012689e+00
5.082136e-01 1.013303e+00
5.195072e-01 1.013303e+00
5.291874e-01 1.013508e+00
5.388677e-01 1.013508e+00
5.501613e-01 1.013713e+00
6.195365e-01 1.013713e+00
6.292168e-01 1.013508e+00
6.372837e-01 1.013508e+00
6.485773e-01 1.013303e+00
6.582576e-01 1.013303e+00
6.792314e-01 1.012689e+00
6.889117e-01 1.012485e+00
7.098856e-01 1.011871e+00
7.179525e-01 1.011666e+00
7.276327e-01 1.011257e+00
7.389264e-01 1.010847e+00
7.486066e-01 1.010438e+00
7.582869e-01 1.010233e+00
7.889410e-01 1.008596e+00
7.970079e-01 1.007982e+00
8.292754e-01 1.006549e+00
8.389557e-01 1.005731e+00
8.486360e-01 1.005117e+00
8.599296e-01 1.004503e+00
8.696099e-01 1.003889e+00
8.776767e-01 1.003070e+00
9.502787e-01 9.977487e-01
9.583456e-01 9.967253e-01
9.680258e-01 9.959067e-01
9.777061e-01 9.948833e-01
9.889997e-01 9.940647e-01
1.019654e+00 9.909947e-01
1.029334e+00 9.901760e-01
1.037401e+00 9.891527e-01
1.058375e+00 9.871060e-01
1.068055e+00 9.856734e-01
1.098709e+00 9.826034e-01
1.110003e+00 9.813754e-01
1.110003e+00 9.813754e-01
1.127750e+00 9.789194e-01
1.139044e+00 9.778960e-01
1.148724e+00 9.766680e-01
1.160018e+00 9.756447e-01
1.190672e+00 9.717560e-01
1.198739e+00 9.703234e-01
1.208419e+00 9.693000e-01
1.248753e+00 9.641834e-01
1.260047e+00 9.625460e-01
1.269727e+00 9.613181e-01
1.277794e+00 9.598854e-01
1.298768e+00 9.574294e-01
1.308448e+00 9.557921e-01
1.329422e+00 9.531314e-01
1.339102e+00 9.516987e-01
1.350396e+00 9.502661e-01
1.358463e+00 9.488334e-01
1.368143e+00 9.474007e-01
1.389117e+00 9.443307e-01
1.398797e+00 9.431027e-01
1.429451e+00 9.383954e-01
1.437518e+00 9.371674e-01
1.510120e+00 9.261154e-01
1.518187e+00 9.246828e-01
1.569815e+00 9.167008e-01
1.579495e+00 9.150634e-01
1.589176e+00 9.134261e-01
1.597243e+00 9.117888e-01
1.608536e+00 9.099468e-01
1.629510e+00 9.068768e-01
1.639190e+00 9.050348e-01
1.660164e+00 9.019648e-01
1.669845e+00 9.001228e-01
1.677911e+00 8.984855e-01
1.687592e+00 8.968481e-01
1.698885e+00 8.952108e-01
1.718246e+00 8.915268e-01
1.729539e+00 8.900941e-01
1.748900e+00 8.864102e-01
1.758580e+00 8.847728e-01
1.777941e+00 8.810888e-01
1.789234e+00 8.796562e-01
1.829569e+00 8.722882e-01
1.837636e+00 8.704462e-01
1.847316e+00 8.690135e-01
1.910238e+00 8.579615e-01
1.918304e+00 8.561195e-01
1.937665e+00 8.526402e-01
1.948959e+00 8.503889e-01
1.989293e+00 8.432255e-01
1.997360e+00 8.413835e-01
2.008654e+00 8.393369e-01
2.039308e+00 8.338109e-01
2.048988e+00 8.317642e-01
2.069962e+00 8.280802e-01
2.078029e+00 8.262382e-01
2.087709e+00 8.241916e-01
2.097389e+00 8.223496e-01
2.099003e+00 8.223496e-01
2.108683e+00 8.203029e-01
2.129657e+00 8.166189e-01
2.139337e+00 8.145722e-01
2.150631e+00 8.127302e-01
2.158698e+00 8.106836e-01
2.168378e+00 8.088416e-01
2.178058e+00 8.065903e-01
2.189352e+00 8.049529e-01
2.199032e+00 8.027016e-01
2.208712e+00 8.010643e-01
2.220006e+00 7.988129e-01
2.229686e+00 7.969709e-01
2.237753e+00 7.949243e-01
2.249047e+00 7.930823e-01
2.268407e+00 7.889889e-01
2.279701e+00 7.871470e-01
2.289381e+00 7.851003e-01
2.299061e+00 7.832583e-01
2.310355e+00 7.812116e-01
2.318422e+00 7.791650e-01
2.328102e+00 7.773230e-01
2.349076e+00 7.732296e-01
2.358756e+00 7.713876e-01
2.389410e+00 7.650430e-01
2.397477e+00 7.632010e-01
2.428131e+00 7.570610e-01
2.439425e+00 7.552190e-01
2.470079e+00 7.488743e-01
2.478146e+00 7.468277e-01
2.487826e+00 7.449857e-01
2.539454e+00 7.345477e-01
2.549135e+00 7.329104e-01
2.557202e+00 7.306590e-01
2.620123e+00 7.181744e-01
2.629803e+00 7.165370e-01
2.637870e+00 7.142857e-01
2.710472e+00 6.997544e-01
2.718539e+00 6.977077e-01
2.728219e+00 6.956611e-01
2.737900e+00 6.938191e-01
2.779847e+00 6.854278e-01
2.787914e+00 6.833811e-01
2.858903e+00 6.688498e-01
2.866970e+00 6.668031e-01
2.887944e+00 6.625051e-01
2.897624e+00 6.608678e-01
2.939572e+00 6.524765e-01
2.947639e+00 6.504298e-01
3.018627e+00 6.358985e-01
3.028307e+00 6.340565e-01
3.089616e+00 6.215718e-01
3.089616e+00 6.213672e-01
3.099296e+00 6.193205e-01
3.107363e+00 6.172738e-01
3.118656e+00 6.154318e-01
3.170285e+00 6.049939e-01
3.179965e+00 6.031519e-01
3.188032e+00 6.011052e-01
3.228366e+00 5.927139e-01
3.239660e+00 5.908719e-01
3.259020e+00 5.867786e-01
3.268700e+00 5.847319e-01
3.278381e+00 5.828899e-01
3.309035e+00 5.767499e-01
3.318715e+00 5.749079e-01
3.339689e+00 5.706099e-01
3.347756e+00 5.685632e-01
3.357436e+00 5.667212e-01
3.378410e+00 5.626279e-01
3.388090e+00 5.607859e-01
3.409064e+00 5.566926e-01
3.420358e+00 5.548506e-01
3.428425e+00 5.528039e-01
3.438105e+00 5.509619e-01
3.459079e+00 5.466639e-01
3.468759e+00 5.450266e-01
3.478439e+00 5.427753e-01
3.489733e+00 5.411379e-01
3.499413e+00 5.388866e-01
3.507480e+00 5.368400e-01
3.517160e+00 5.349980e-01
3.528454e+00 5.329513e-01
3.538134e+00 5.311093e-01
3.549428e+00 5.290626e-01
3.559108e+00 5.272206e-01
3.568789e+00 5.251740e-01
3.580082e+00 5.233320e-01
3.588149e+00 5.214900e-01
3.597829e+00 5.194433e-01
3.607510e+00 5.176013e-01
3.618803e+00 5.155546e-01
3.628483e+00 5.137126e-01
3.638164e+00 5.116660e-01
3.659138e+00 5.079820e-01
3.667204e+00 5.059353e-01
3.688178e+00 5.022513e-01
3.697859e+00 5.002047e-01
3.728513e+00 4.946787e-01
3.739806e+00 4.926320e-01
3.747873e+00 4.907900e-01
3.767234e+00 4.873107e-01
3.778527e+00 4.850594e-01
3.818862e+00 4.778960e-01
3.826929e+00 4.760540e-01
3.838222e+00 4.742120e-01
3.847903e+00 4.721654e-01
3.899531e+00 4.629554e-01
3.907598e+00 4.611134e-01
3.968906e+00 4.502661e-01
3.978586e+00 4.486287e-01
3.986653e+00 4.469914e-01
4.028601e+00 4.396234e-01
4.038281e+00 4.379861e-01
4.059255e+00 4.345068e-01
4.067322e+00 4.326648e-01
4.077002e+00 4.310274e-01
4.078615e+00 4.308228e-01
4.097976e+00 4.273434e-01
4.109270e+00 4.257061e-01
4.130243e+00 4.220221e-01
4.139924e+00 4.205894e-01
4.147991e+00 4.187474e-01
4.157671e+00 4.169054e-01
4.168965e+00 4.152681e-01
4.178645e+00 4.134261e-01
4.188325e+00 4.119935e-01
4.199619e+00 4.101515e-01
4.209299e+00 4.085141e-01
4.218979e+00 4.066721e-01
4.228659e+00 4.052395e-01
4.238340e+00 4.033975e-01
4.248020e+00 4.017601e-01
4.259314e+00 3.999181e-01
4.278674e+00 3.968481e-01
4.289968e+00 3.950061e-01
4.299648e+00 3.935735e-01
4.307715e+00 3.919361e-01
4.317395e+00 3.900941e-01
